posto,preco,data_registro,produto,localizacao,id
POSTO FACILITE LTDA,4.0,18/03/2024,2,314,1938
POSTO P. DA SILVA LTDA,5.65,20/03/2024,0,314,1939
POSTO P. DA SILVA LTDA,5.71,20/03/2024,1,314,1940
POSTO P. DA SILVA LTDA,4.61,20/03/2024,2,314,1941
CASAS DO JOSE LTDA,5.65,20/03/2024,0,314,1942
CASAS DO JOSE LTDA,5.68,20/03/2024,1,314,1943
CASAS DO JOSE LTDA,4.38,20/03/2024,2,314,1944
IRMAOS RODRIGUES E SANTOS LTDA,5.57,20/03/2024,0,314,1945
IRMAOS RODRIGUES E SANTOS LTDA,5.69,20/03/2024,1,314,1946
PIPEL-PICOS PETROLEO LTDA,5.53,20/03/2024,0,314,1947
PIPEL-PICOS PETROLEO LTDA,5.6,20/03/2024,1,314,1948
PIPEL-PICOS PETROLEO LTDA,5.5,20/03/2024,0,314,1949
PIPEL-PICOS PETROLEO LTDA,5.68,20/03/2024,1,314,1950
PIPEL-PICOS PETROLEO LTDA,4.35,20/03/2024,2,314,1951
TOTAL DERIVADOS DE PETROLEO E SERVICOS LTDA,5.51,20/03/2024,0,314,1952
RAMOS E CHRISTOFFEL LTDA,5.65,18/03/2024,0,321,1953
RAMOS E CHRISTOFFEL LTDA,5.85,18/03/2024,1,321,1954
F O ARRUDA LTDA,5.35,18/03/2024,0,321,1955
F O ARRUDA LTDA,6.45,18/03/2024,1,321,1956
BRITO VIEIRA & CARVALHO LTDA,5.55,18/03/2024,0,321,1957
BRITO VIEIRA & CARVALHO LTDA,5.99,18/03/2024,1,321,1958
BRITO VIEIRA & CARVALHO LTDA,4.1,18/03/2024,2,321,1959
TRANSSERVICE PETROLEO LTDA,5.49,19/03/2024,0,418,1960
TRANSSERVICE PETROLEO LTDA,5.49,19/03/2024,1,418,1961
TRANSSERVICE PETROLEO LTDA,3.89,19/03/2024,2,418,1962
PN PETROLEO LTDA.,5.49,20/03/2024,0,418,1963
PN PETROLEO LTDA.,5.49,20/03/2024,1,418,1964
PROGRESSO PETROLEO LTDA,5.49,18/03/2024,0,418,1965
PROGRESSO PETROLEO LTDA,3.89,18/03/2024,2,418,1966
HD PETROLEO USINA LTDA,5.49,20/03/2024,0,418,1967
HD PETROLEO USINA LTDA,3.99,20/03/2024,2,418,1968
D RIBEIRO LTDA,5.48,20/03/2024,0,418,1969
D RIBEIRO LTDA,4.18,20/03/2024,2,418,1970
POSTO CHE LTDA,5.49,19/03/2024,0,418,1971
POSTO CHE LTDA,5.59,19/03/2024,1,418,1972
POSTO CHE LTDA,3.99,19/03/2024,2,418,1973
CACIQUE PETROLEO LTDA,5.49,19/03/2024,0,418,1974
CACIQUE PETROLEO LTDA,5.89,19/03/2024,1,418,1975
CACIQUE PETROLEO LTDA,3.99,19/03/2024,2,418,1976
CACIQUE PETROLEO LTDA,5.49,18/03/2024,0,418,1977
CACIQUE PETROLEO LTDA,5.89,18/03/2024,1,418,1978
CACIQUE PETROLEO LTDA,3.78,18/03/2024,2,418,1979
CACIQUE PETROLEO LTDA,5.49,19/03/2024,0,418,1980
CACIQUE PETROLEO LTDA,5.89,19/03/2024,1,418,1981
CACIQUE PETROLEO LTDA,3.99,19/03/2024,2,418,1982
AVANT COMBUSTIVEIS LTDA,5.59,20/03/2024,0,418,1983
AVANT COMBUSTIVEIS LTDA,3.99,20/03/2024,2,418,1984
POSTO HIDROLANDIA LTDA,5.59,19/03/2024,0,418,1985
POSTO HIDROLANDIA LTDA,5.89,19/03/2024,1,418,1986
POSTO HIDROLANDIA LTDA,3.89,19/03/2024,2,418,1987
JUNCO COMERCIAL LTDA,5.54,18/03/2024,0,418,1988
JUNCO COMERCIAL LTDA,5.84,18/03/2024,1,418,1989
JUNCO COMERCIAL LTDA,3.99,18/03/2024,2,418,1990
AUTO POSTO CATUAI LTDA,5.49,20/03/2024,0,24,1991
AUTO POSTO CATUAI LTDA,5.52,20/03/2024,1,24,1992
AUTO POSTO CATUAI LTDA,3.39,20/03/2024,2,24,1993
AUTO POSTO PARADA AZUL LTDA,5.69,20/03/2024,0,24,1994
AUTO POSTO PARADA AZUL LTDA,3.59,20/03/2024,2,24,1995
AUTO POSTO CATUAI LTDA,5.49,20/03/2024,0,24,1996
AUTO POSTO CATUAI LTDA,5.52,20/03/2024,1,24,1997
AUTO POSTO CATUAI LTDA,3.39,20/03/2024,2,24,1998
AUTO POSTO PRA FRENTE BRASIL LTDA,5.69,20/03/2024,0,24,1999
AUTO POSTO PRA FRENTE BRASIL LTDA,5.99,20/03/2024,1,24,2000
AUTO POSTO PRA FRENTE BRASIL LTDA,3.69,20/03/2024,2,24,2001
ZAGHINI & ZAGHINI LTDA.,5.69,20/03/2024,0,24,2002
ZAGHINI & ZAGHINI LTDA.,3.69,20/03/2024,2,24,2003
GONCALES COMERCIO DE COMBUSTIVEIS LTDA.,5.59,20/03/2024,0,24,2004
GONCALES COMERCIO DE COMBUSTIVEIS LTDA.,5.89,20/03/2024,1,24,2005
GONCALES COMERCIO DE COMBUSTIVEIS LTDA.,3.49,20/03/2024,2,24,2006
CONDOR AUTO POSTO AVENIDA DAS ARAUCARIAS LTDA,6.08,22/03/2024,0,30,2007
CONDOR AUTO POSTO AVENIDA DAS ARAUCARIAS LTDA,6.38,22/03/2024,1,30,2008
CONDOR AUTO POSTO AVENIDA DAS ARAUCARIAS LTDA,4.16,22/03/2024,2,30,2009
AUTO POSTO PRINCIPAL LTDA,6.09,22/03/2024,0,30,2010
AUTO POSTO PRINCIPAL LTDA,6.29,22/03/2024,1,30,2011
AUTO POSTO PRINCIPAL LTDA,4.19,22/03/2024,2,30,2012
AUTO POSTO FIALLA II LTDA,6.09,22/03/2024,0,30,2013
AUTO POSTO FIALLA II LTDA,6.19,22/03/2024,1,30,2014
AUTO POSTO FIALLA II LTDA,4.19,22/03/2024,2,30,2015
AUTO POSTO FIALLA LTDA,6.09,22/03/2024,0,30,2016
AUTO POSTO FIALLA LTDA,6.19,22/03/2024,1,30,2017
AUTO POSTO FIALLA LTDA,4.19,22/03/2024,2,30,2018
DEHAINI & CIA LTDA,6.09,22/03/2024,0,30,2019
DEHAINI & CIA LTDA,4.19,22/03/2024,2,30,2020
SÓ ALCOOL COMERCIO DE ALCOOL LTDA,5.39,20/03/2024,0,90,2021
SÓ ALCOOL COMERCIO DE ALCOOL LTDA,3.19,20/03/2024,2,90,2022
MECA - COMERCIO DE COMBUSTIVEIS LTDA,5.59,21/03/2024,0,90,2023
MECA - COMERCIO DE COMBUSTIVEIS LTDA,5.69,21/03/2024,1,90,2024
MECA - COMERCIO DE COMBUSTIVEIS LTDA,3.49,21/03/2024,2,90,2025
GARCIA & MORETO LTDA,5.29,21/03/2024,0,90,2026
GARCIA & MORETO LTDA,3.19,21/03/2024,2,90,2027
AUTO POSTO SEIS LTDA,5.89,21/03/2024,0,108,2028
AUTO POSTO SEIS LTDA,5.99,21/03/2024,1,108,2029
AUTO POSTO SEIS LTDA,3.69,21/03/2024,2,108,2030
LETTI AUTO POSTO LTDA.,5.79,21/03/2024,0,108,2031
LETTI AUTO POSTO LTDA.,5.8,21/03/2024,1,108,2032
LETTI AUTO POSTO LTDA.,3.59,21/03/2024,2,108,2033
AUTO POSTO CAFE LTDA,5.89,21/03/2024,0,108,2034
AUTO POSTO CAFE LTDA,5.99,21/03/2024,1,108,2035
AUTO POSTO CAFE LTDA,3.69,21/03/2024,2,108,2036
POSTO BELA VISTA DE CIANORTE LTDA,5.89,21/03/2024,0,108,2037
POSTO BELA VISTA DE CIANORTE LTDA,5.9,21/03/2024,1,108,2038
POSTO BELA VISTA DE CIANORTE LTDA,3.69,21/03/2024,2,108,2039
OKATA & OLIVEIRA DERIVADOS DE PETROLEO LTDA,5.96,20/03/2024,0,117,2040
OKATA & OLIVEIRA DERIVADOS DE PETROLEO LTDA,6.08,20/03/2024,1,117,2041
OKATA & OLIVEIRA DERIVADOS DE PETROLEO LTDA,3.89,20/03/2024,2,117,2042
BERGAMASCO & BERGAMASCO LTDA,5.97,20/03/2024,0,117,2043
BERGAMASCO & BERGAMASCO LTDA,3.89,20/03/2024,2,117,2044
AUTO POSTO GRAMADO LTDA,5.65,18/03/2024,0,148,2045
AUTO POSTO GRAMADO LTDA,5.69,18/03/2024,1,148,2046
AUTO POSTO GRAMADO LTDA,3.39,18/03/2024,2,148,2047
AUTO POSTO PORTAL DA FOZ LTDA,5.99,18/03/2024,1,148,2048
COMERCIO DE COMBUSTIVEIS FLAMBOYANT EIRELI,5.59,18/03/2024,0,148,2049
COMERCIO DE COMBUSTIVEIS FLAMBOYANT EIRELI,5.59,18/03/2024,1,148,2050
COMERCIO DE COMBUSTIVEIS FLAMBOYANT EIRELI,3.49,18/03/2024,2,148,2051
AUTO POSTO DANUBIO LTDA.,5.85,18/03/2024,0,148,2052
AUTO POSTO DANUBIO LTDA.,5.99,18/03/2024,1,148,2053
AUTO POSTO DANUBIO LTDA.,3.27,18/03/2024,2,148,2054
AUTO POSTO ABC LTDA,5.89,19/03/2024,0,148,2055
AUTO POSTO ABC LTDA,5.99,19/03/2024,1,148,2056
AUTO POSTO ABC LTDA,3.59,19/03/2024,2,148,2057
BRUNO LUIS THOMAZONI - EPP,5.82,21/03/2024,0,150,2058
BRUNO LUIS THOMAZONI - EPP,5.89,21/03/2024,1,150,2059
BRUNO LUIS THOMAZONI - EPP,3.78,21/03/2024,2,150,2060
BEGNINI COMERCIO DE COMBUSTIVEIS EIRELI,5.39,19/03/2024,0,163,2061
BEGNINI COMERCIO DE COMBUSTIVEIS EIRELI,5.39,19/03/2024,1,163,2062
BEGNINI COMERCIO DE COMBUSTIVEIS EIRELI,3.29,19/03/2024,2,163,2063
AUTO POSTO SALVARO II LTDA,5.99,19/03/2024,1,163,2064
POSTO DE COMBUSTIVEIS PLUS LTDA,5.43,19/03/2024,0,163,2065
POSTO DE COMBUSTIVEIS PLUS LTDA,5.49,19/03/2024,1,163,2066
POSTO DE COMBUSTIVEIS PLUS LTDA,3.49,19/03/2024,2,163,2067
G. DE CESARO & CIA LTDA.,5.39,19/03/2024,0,163,2068
G. DE CESARO & CIA LTDA.,5.39,19/03/2024,1,163,2069
G. DE CESARO & CIA LTDA.,3.24,19/03/2024,2,163,2070
AUTO POSTO DISOESTE LTDA,5.69,19/03/2024,0,163,2071
AUTO POSTO DISOESTE LTDA,5.99,19/03/2024,1,163,2072
AUTO POSTO DISOESTE LTDA,3.69,19/03/2024,2,163,2073
POSTO VILA BELA LTDA,5.69,18/03/2024,0,163,2074
POSTO VILA BELA LTDA,5.89,18/03/2024,1,163,2075
POSTO VILA BELA LTDA,3.69,18/03/2024,2,163,2076
FERLIM COMERCIO DE COMBUSTIVEIS LTDA,5.69,19/03/2024,0,163,2077
FERLIM COMERCIO DE COMBUSTIVEIS LTDA,3.69,19/03/2024,2,163,2078
FERLIM & FERLIM LTDA,5.69,19/03/2024,0,163,2079
FERLIM & FERLIM LTDA,5.99,19/03/2024,1,163,2080
FERLIM & FERLIM LTDA,3.69,19/03/2024,2,163,2081
N D F - COMERCIO DE COMBUSTIVEIS LTDA.,5.69,19/03/2024,0,254,2082
N D F - COMERCIO DE COMBUSTIVEIS LTDA.,5.79,19/03/2024,1,254,2083
N D F - COMERCIO DE COMBUSTIVEIS LTDA.,3.59,19/03/2024,2,254,2084
AUTO POSTO EXTECKOETTER LTDA,5.62,20/03/2024,0,254,2085
AUTO POSTO EXTECKOETTER LTDA,5.66,20/03/2024,1,254,2086
AUTO POSTO EXTECKOETTER LTDA,3.47,20/03/2024,2,254,2087
AUTO POSTO LAGARTIXA MARECHAL LTDA,5.67,18/03/2024,1,254,2088
AUTO POSTO LAGARTIXA MARECHAL LTDA,3.39,18/03/2024,2,254,2089
BRACAR - AUTO POSTO LTDA,3.89,21/03/2024,2,297,2090
BRACAR - AUTO POSTO LTDA,6.15,21/03/2024,0,297,2091
BRACAR - AUTO POSTO LTDA,6.25,21/03/2024,1,297,2092
AUTO POSTO BOM ALCOOL EIRELI,5.39,21/03/2024,1,297,2093
AUTO POSTO BOM ALCOOL EIRELI,3.49,21/03/2024,2,297,2094
CARVALHO & CARVALHO COMERCIAL DE COMBUSTÍVEIS LTDA.,5.35,21/03/2024,1,297,2095
CARVALHO & CARVALHO COMERCIAL DE COMBUSTÍVEIS LTDA.,3.49,21/03/2024,2,297,2096
DEL REY COMERCIAL DE COMBUSTIVEIS LTDA,5.43,21/03/2024,1,297,2097
DEL REY COMERCIAL DE COMBUSTIVEIS LTDA,3.49,21/03/2024,2,297,2098
COMERCIAL DE COMBUSTIVEIS NOROESTE - EIRELI,6.18,21/03/2024,0,297,2099
COMERCIAL DE COMBUSTIVEIS NOROESTE - EIRELI,6.78,21/03/2024,1,297,2100
COMERCIAL DE COMBUSTIVEIS NOROESTE - EIRELI,3.78,21/03/2024,2,297,2101
TRICAR COMERCIAL DE COMBUSTIVEIS LTDA,5.36,21/03/2024,0,297,2102
TRICAR COMERCIAL DE COMBUSTIVEIS LTDA,5.49,21/03/2024,1,297,2103
TRICAR COMERCIAL DE COMBUSTIVEIS LTDA,3.49,21/03/2024,2,297,2104
POSTO 6 RODAS LTDA,5.89,20/03/2024,0,304,2105
POSTO 6 RODAS LTDA,6.09,20/03/2024,1,304,2106
POSTO 6 RODAS LTDA,3.99,20/03/2024,2,304,2107
AGG COMERCIO DE COMBUSTIVEIS EIRELI,5.58,20/03/2024,0,304,2108
AGG COMERCIO DE COMBUSTIVEIS EIRELI,5.78,20/03/2024,1,304,2109
AGG COMERCIO DE COMBUSTIVEIS EIRELI,3.79,20/03/2024,2,304,2110
AUTO POSTO UNICO LTDA,6.09,20/03/2024,0,317,2111
AUTO POSTO UNICO LTDA,6.19,20/03/2024,1,317,2112
AUTO POSTO UNICO LTDA,4.24,20/03/2024,2,317,2113
POSTO ZAKA PINHAIS LTDA,6.29,20/03/2024,0,317,2114
POSTO ZAKA PINHAIS LTDA,6.69,20/03/2024,1,317,2115
POSTO ZAKA PINHAIS LTDA,4.29,20/03/2024,2,317,2116
AUTO POSTO PINHALAO LTDA,6.29,20/03/2024,0,317,2117
AUTO POSTO PINHALAO LTDA,6.59,20/03/2024,1,317,2118
AUTO POSTO PINHALAO LTDA,4.29,20/03/2024,2,317,2119
AUTO POSTO SANTA RITA LTDA,5.77,20/03/2024,0,325,2120
AUTO POSTO SANTA RITA LTDA,5.97,20/03/2024,1,325,2121
AUTO POSTO SANTA RITA LTDA,3.77,20/03/2024,2,325,2122
R GIACHINI & CIA. LTDA.,5.59,18/03/2024,0,421,2123
R GIACHINI & CIA. LTDA.,5.63,18/03/2024,1,421,2124
R GIACHINI & CIA. LTDA.,3.44,18/03/2024,2,421,2125
AUTO POSTO ESTRADAO LTDA,3.55,18/03/2024,2,421,2126
AUTO POSTO ESTRADAO LTDA,5.69,18/03/2024,0,421,2127
AUTO POSTO ESTRADAO LTDA,5.79,18/03/2024,1,421,2128
AUTO POSTO SONIR LTDA,5.69,18/03/2024,0,421,2129
AUTO POSTO SONIR LTDA,5.82,18/03/2024,1,421,2130
AUTO POSTO SONIR LTDA,3.59,18/03/2024,2,421,2131
KAWY - COMERCIO DE COMBUSTIVEIS LTDA,5.98,18/03/2024,1,421,2132
REAL TIME COMÉRCIO DE LUBRIFICANTES LTDA,5.59,18/03/2024,0,421,2133
REAL TIME COMÉRCIO DE LUBRIFICANTES LTDA,3.49,18/03/2024,2,421,2134
AUTO POSTO JAVALLI LTDA,5.69,18/03/2024,0,421,2135
AUTO POSTO JAVALLI LTDA,5.99,18/03/2024,1,421,2136
AUTO POSTO JAVALLI LTDA,3.69,18/03/2024,2,421,2137
BRIXNER & BRIXNER LTDA.,5.69,18/03/2024,0,421,2138
BRIXNER & BRIXNER LTDA.,5.89,18/03/2024,1,421,2139
BRIXNER & BRIXNER LTDA.,3.59,18/03/2024,2,421,2140
POSTO UNIVERSITARIO MACEDO LTDA,5.62,19/03/2024,0,433,2141
POSTO UNIVERSITARIO MACEDO LTDA,3.55,19/03/2024,2,433,2142
STECCA AUTO POSTO LTDA,5.6,18/03/2024,0,433,2143
STECCA AUTO POSTO LTDA,3.5,18/03/2024,2,433,2144
AUTO POSTO PR 323 LTDA,5.65,18/03/2024,0,433,2145
AUTO POSTO PR 323 LTDA,5.75,18/03/2024,1,433,2146
AUTO POSTO PR 323 LTDA,3.55,18/03/2024,2,433,2147
POSTO E OFICINA NUNES LTDA,6.24,20/03/2024,0,435,2148
POSTO E OFICINA NUNES LTDA,6.44,20/03/2024,1,435,2149
POSTO E OFICINA NUNES LTDA,4.04,20/03/2024,2,435,2150
ABASTECEDORA GRANDE RIO LTDA,6.21,20/03/2024,0,435,2151
ABASTECEDORA GRANDE RIO LTDA,6.31,20/03/2024,1,435,2152
ABASTECEDORA GRANDE RIO LTDA,4.11,20/03/2024,2,435,2153
AUTO POSTO IPIRANGA LTDA,6.24,20/03/2024,0,435,2154
AUTO POSTO IPIRANGA LTDA,6.34,20/03/2024,1,435,2155
AUTO POSTO IPIRANGA LTDA,4.41,20/03/2024,2,435,2156
AUTO POSTO TECO TECO LTDA,6.19,20/03/2024,0,435,2157
AUTO POSTO TECO TECO LTDA,6.29,20/03/2024,1,435,2158
AUTO POSTO TECO TECO LTDA,4.39,20/03/2024,2,435,2159
AUTO POSTO OCHOVE LTDA,6.19,20/03/2024,0,435,2160
AUTO POSTO OCHOVE LTDA,6.23,20/03/2024,1,435,2161
AUTO POSTO OCHOVE LTDA,3.99,20/03/2024,2,435,2162
POSTO PRAIA DA RIBEIRA LTDA,6.29,18/03/2024,0,15,2163
POSTO PRAIA DA RIBEIRA LTDA,6.54,18/03/2024,1,15,2164
IMPERIAL ANGRA AUTO POSTO LTDA,6.35,20/03/2024,0,15,2165
IMPERIAL ANGRA AUTO POSTO LTDA,6.55,20/03/2024,1,15,2166
IMPERIAL ANGRA AUTO POSTO LTDA,4.95,20/03/2024,2,15,2167
AUTO POSTO JAPUIBA LTDA,6.29,18/03/2024,0,15,2168
AUTO POSTO JAPUIBA LTDA,6.54,18/03/2024,1,15,2169
AUTO POSTO LACASEMA LIMITADA,6.29,20/03/2024,0,15,2170
AUTO POSTO LACASEMA LIMITADA,6.44,20/03/2024,1,15,2171
AUTO POSTO LACASEMA LIMITADA,4.88,20/03/2024,2,15,2172
POSTO DOS SANTOS REIS LTDA.,6.29,20/03/2024,0,15,2173
POSTO DOS SANTOS REIS LTDA.,6.55,20/03/2024,1,15,2174
POSTO SAO JOSE LIMITADA,6.26,20/03/2024,0,15,2175
POSTO SAO JOSE LIMITADA,6.26,20/03/2024,1,15,2176
POSTO SAO JOSE LIMITADA,4.88,20/03/2024,2,15,2177
AUTO POSTO ENCRUZO DA ENSEADA LTDA,6.19,18/03/2024,0,15,2178
AUTO POSTO ESAL LTDA.,6.29,20/03/2024,0,15,2179
AUTO POSTO ESAL LTDA.,6.54,20/03/2024,1,15,2180
CENTRO AUTOMOTIVO PRAIA DOS COQUEIROS LTDA,5.99,18/03/2024,0,29,2181
CENTRO AUTOMOTIVO PRAIA DOS COQUEIROS LTDA,5.99,18/03/2024,1,29,2182
CENTRO AUTOMOTIVO PRAIA DOS COQUEIROS LTDA,4.29,18/03/2024,2,29,2183
GARCIA TINOCO COMERCIO DE COMBUSTIVEIS LTDA,5.69,18/03/2024,0,29,2184
GARCIA TINOCO COMERCIO DE COMBUSTIVEIS LTDA,5.99,18/03/2024,1,29,2185
GARCIA TINOCO COMERCIO DE COMBUSTIVEIS LTDA,3.99,18/03/2024,2,29,2186
POSTO DE COMBUSTÍVEL CAPRI LAGOS LTDA.,5.95,18/03/2024,0,29,2187
POSTO DE COMBUSTÍVEL CAPRI LAGOS LTDA.,4.19,18/03/2024,2,29,2188
AUTO POSTO PISCA PISCA LTDA,6.19,18/03/2024,0,29,2189
AUTO POSTO PISCA PISCA LTDA,6.19,18/03/2024,1,29,2190
AUTO POSTO PISCA PISCA LTDA,4.39,18/03/2024,2,29,2191
AUTO POSTO PONTOCOM LTDA.,5.99,18/03/2024,0,29,2192
AUTO POSTO PONTOCOM LTDA.,5.99,18/03/2024,1,29,2193
AUTO POSTO PONTOCOM LTDA.,4.29,18/03/2024,2,29,2194
RIVIERA DEL SOL AUTO SERVICE LTDA,5.69,18/03/2024,0,29,2195
RIVIERA DEL SOL AUTO SERVICE LTDA,5.69,18/03/2024,1,29,2196
RIVIERA DEL SOL AUTO SERVICE LTDA,3.99,18/03/2024,2,29,2197
POSTOS COLORADO LTDA,6.18,19/03/2024,0,44,2198
POSTOS COLORADO LTDA,6.33,19/03/2024,1,44,2199
POSTOS COLORADO LTDA,4.63,19/03/2024,2,44,2200
POSTO DE COMBUSTIVEIS GOMES FIGUEIREDO LTDA,6.14,19/03/2024,0,44,2201
POSTO DE COMBUSTIVEIS GOMES FIGUEIREDO LTDA,6.24,19/03/2024,1,44,2202
POSTO DE COMBUSTIVEIS GOMES FIGUEIREDO LTDA,4.69,19/03/2024,2,44,2203
POSTO NOVA BARRA LTDA,6.14,19/03/2024,0,44,2204
POSTO NOVA BARRA LTDA,6.24,19/03/2024,1,44,2205
POSTO NOVA BARRA LTDA,4.69,19/03/2024,2,44,2206
POSTO BELVEDERE DA BARRA LTDA,6.25,19/03/2024,0,44,2207
POSTO BELVEDERE DA BARRA LTDA,6.42,19/03/2024,1,44,2208
POSTO BELVEDERE DA BARRA LTDA,4.8,19/03/2024,2,44,2209
POSTO DE COMBUSTIVEIS JALISCO LTDA,6.16,19/03/2024,0,44,2210
POSTO DE COMBUSTIVEIS JALISCO LTDA,6.34,19/03/2024,1,44,2211
POSTO DE COMBUSTIVEIS JALISCO LTDA,4.61,19/03/2024,2,44,2212
POSTO SAO VICENTE DA BARRA LTDA.,6.04,19/03/2024,0,44,2213
POSTO SAO VICENTE DA BARRA LTDA.,6.14,19/03/2024,1,44,2214
POSTO SAO VICENTE DA BARRA LTDA.,4.49,19/03/2024,2,44,2215
POSTO ZAMBELI LTDA,5.98,19/03/2024,0,44,2216
POSTO ZAMBELI LTDA,6.08,19/03/2024,1,44,2217
POSTO ZAMBELI LTDA,4.36,19/03/2024,2,44,2218
POSTO DE COMBUSTIVEIS CONTORNO DE CAMPOS LTDA,6.09,20/03/2024,0,91,2219
POSTO DE COMBUSTIVEIS CONTORNO DE CAMPOS LTDA,6.29,20/03/2024,1,91,2220
POSTO DE COMBUSTIVEIS CONTORNO DE CAMPOS LTDA,4.39,20/03/2024,2,91,2221
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.,6.09,20/03/2024,0,91,2222
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.,6.21,20/03/2024,1,91,2223
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.,4.29,20/03/2024,2,91,2224
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.,6.08,20/03/2024,0,91,2225
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.,6.47,20/03/2024,1,91,2226
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.,4.28,20/03/2024,2,91,2227
POSTO DE GASOLINA NOVA PONTE DE CAMPOS LTDA,6.09,20/03/2024,0,91,2228
POSTO DE GASOLINA NOVA PONTE DE CAMPOS LTDA,6.09,20/03/2024,1,91,2229
POSTO DE GASOLINA NOVA PONTE DE CAMPOS LTDA,4.29,20/03/2024,2,91,2230
POSTO DE COMBUSTIVEIS B J LTDA,6.04,20/03/2024,0,91,2231
POSTO DE COMBUSTIVEIS B J LTDA,4.14,20/03/2024,2,91,2232
CORDEIRO BARROSO PETROLEO LTDA,6.09,20/03/2024,0,91,2233
CORDEIRO BARROSO PETROLEO LTDA,6.21,20/03/2024,1,91,2234
CORDEIRO BARROSO PETROLEO LTDA,4.39,20/03/2024,2,91,2235
POSTO DE SERVICOS SAO SALVADOR LTDA,6.09,20/03/2024,0,91,2236
POSTO DE SERVICOS SAO SALVADOR LTDA,6.09,20/03/2024,1,91,2237
POSTO DE SERVICOS SAO SALVADOR LTDA,4.29,20/03/2024,2,91,2238
POSTO SAO LUCAS DE CAMPOS LTDA,5.89,20/03/2024,0,91,2239
S. G. A. INTERLAGOS COMBUSTIVEIS LTDA,6.05,20/03/2024,0,91,2240
S. G. A. INTERLAGOS COMBUSTIVEIS LTDA,4.15,20/03/2024,2,91,2241
POSTO DE GASOLINA TURF-CLUB LTDA,6.09,20/03/2024,0,91,2242
POSTO DE GASOLINA TURF-CLUB LTDA,6.09,20/03/2024,1,91,2243
POSTO DE GASOLINA TURF-CLUB LTDA,4.29,20/03/2024,2,91,2244
POSTO DE COMBUSTIVEL E LANCHONETE NOSSA SENHORA DA CONCEICAO DE DONANA LTDA,6.04,21/03/2024,0,91,2245
POSTO DE COMBUSTIVEL E LANCHONETE NOSSA SENHORA DA CONCEICAO DE DONANA LTDA,6.07,21/03/2024,1,91,2246
POSTO DE COMBUSTIVEL E LANCHONETE NOSSA SENHORA DA CONCEICAO DE DONANA LTDA,4.14,21/03/2024,2,91,2247
POSTO DA PENHA DE CAMPOS LTDA,6.04,21/03/2024,0,91,2248
POSTO DA PENHA DE CAMPOS LTDA,4.14,21/03/2024,2,91,2249
G.S. NOGUEIRA COMBUSTÍVEIS LTDA,5.79,20/03/2024,0,91,2250
G.S. NOGUEIRA COMBUSTÍVEIS LTDA,4.09,20/03/2024,2,91,2251
CAMPOS GAROUPA LTDA.,6.04,20/03/2024,0,91,2252
CAMPOS GAROUPA LTDA.,6.07,20/03/2024,1,91,2253
CAMPOS GAROUPA LTDA.,4.14,20/03/2024,2,91,2254
REDE ENERGIA LTDA,6.04,21/03/2024,0,91,2255
REDE ENERGIA LTDA,6.14,21/03/2024,1,91,2256
REDE ENERGIA LTDA,4.19,21/03/2024,2,91,2257
POSTO DE GASOLINA TIMBOZAO III LTDA,5.99,19/03/2024,0,193,2258
POSTO DE GASOLINA TIMBOZAO III LTDA,6.18,19/03/2024,1,193,2259
POSTO DE GASOLINA TIMBOZAO III LTDA,3.97,19/03/2024,2,193,2260
POSTO NOVA ITAPERUNA LTDA,5.95,20/03/2024,0,193,2261
POSTO NOVA ITAPERUNA LTDA,5.99,20/03/2024,1,193,2262
POSTO NOVA ITAPERUNA LTDA,3.97,20/03/2024,2,193,2263
ITA POSTO DE GASOLINA LTDA,6.19,20/03/2024,1,193,2264
ITA POSTO DE GASOLINA LTDA,3.97,20/03/2024,2,193,2265
ITA POSTO DE GASOLINA LTDA,5.99,20/03/2024,0,193,2266
DISCO COMBUSTIVEIS ITAPERUNA LTDA,5.99,20/03/2024,0,193,2267
DISCO COMBUSTIVEIS ITAPERUNA LTDA,6.19,20/03/2024,1,193,2268
DISCO COMBUSTIVEIS ITAPERUNA LTDA,3.99,20/03/2024,2,193,2269
AUTO POSTO MARCO TIMBOZAO LTDA,5.94,20/03/2024,0,193,2270
AUTO POSTO MARCO TIMBOZAO LTDA,6.18,20/03/2024,1,193,2271
AUTO POSTO MARCO TIMBOZAO LTDA,3.96,20/03/2024,2,193,2272
AUTO POSTO TIMBOZAO 2000 LTDA,5.99,20/03/2024,0,193,2273
AUTO POSTO TIMBOZAO 2000 LTDA,6.18,20/03/2024,1,193,2274
AUTO POSTO TIMBOZAO 2000 LTDA,3.97,20/03/2024,2,193,2275
POSTO CANCELA SERVICOS E COMERCIO LTDA,4.59,18/03/2024,2,244,2276
POSTO CANCELA SERVICOS E COMERCIO LTDA,6.19,18/03/2024,0,244,2277
POSTO CANCELA SERVICOS E COMERCIO LTDA,6.59,18/03/2024,1,244,2278
POSTO MOREIRA CABRAL LTDA,6.09,18/03/2024,0,244,2279
POSTO MOREIRA CABRAL LTDA,6.19,18/03/2024,1,244,2280
