posto,preco,data_registro,produto,localizacao,id
CIRO GOMES MAGALHAES,6.49,19/03/2024,1,338,328
CIRO GOMES MAGALHAES,4.69,19/03/2024,2,338,329
ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT,5.98,20/03/2024,0,406,330
ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT,6.18,20/03/2024,1,406,331
ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT,4.68,20/03/2024,2,406,332
COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA,5.98,20/03/2024,0,406,333
COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA,5.98,20/03/2024,1,406,334
AUTO POSTO PIONEIRO LTDA,5.99,20/03/2024,0,406,335
AUTO POSTO PIONEIRO LTDA,6.09,20/03/2024,1,406,336
AUTO POSTO PIONEIRO LTDA,4.94,20/03/2024,2,406,337
V.C.EMPREENDIMENTOS LTDA,5.99,20/03/2024,0,406,338
V.C.EMPREENDIMENTOS LTDA,6.29,20/03/2024,1,406,339
V.C.EMPREENDIMENTOS LTDA,4.89,20/03/2024,2,406,340
ARCANJO E VASCONCELOS DISTRIBUIDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA,5.99,20/03/2024,0,406,341
ARCANJO E VASCONCELOS DISTRIBUIDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA,6.29,20/03/2024,1,406,342
ARCANJO E VASCONCELOS DISTRIBUIDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA,4.88,20/03/2024,2,406,343
COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA,5.99,20/03/2024,0,406,344
COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA,6.09,20/03/2024,1,406,345
COMERCIAL DE COMBUSTIVEIS TREZE DE MAIO LTDA,4.89,20/03/2024,2,406,346
CENTER POSTO COMERCIAL LTDA,5.99,20/03/2024,0,406,347
CENTER POSTO COMERCIAL LTDA,6.19,20/03/2024,1,406,348
CENTER POSTO COMERCIAL LTDA,4.94,20/03/2024,2,406,349
POSTO PRINCESA DO NORTE LTDA,5.99,20/03/2024,0,406,350
POSTO PRINCESA DO NORTE LTDA,6.29,20/03/2024,1,406,351
POSTO PRINCESA DO NORTE LTDA,4.79,20/03/2024,2,406,352
GLORIMAR PETROLEO E LUBRIFICANTES LTDA,5.99,20/03/2024,0,406,353
GLORIMAR PETROLEO E LUBRIFICANTES LTDA,6.29,20/03/2024,1,406,354
GLORIMAR PETROLEO E LUBRIFICANTES LTDA,4.89,20/03/2024,2,406,355
LIDER POSTO DE SERVICO LTDA,5.89,20/03/2024,1,66,356
MARLIM COMBUSTIVEIS LTDA,5.74,19/03/2024,0,66,357
MARLIM COMBUSTIVEIS LTDA,5.94,19/03/2024,1,66,358
MARLIM COMBUSTIVEIS LTDA,3.59,19/03/2024,2,66,359
AUTO POSTO OLIVEIRA LTDA,5.59,18/03/2024,0,66,360
AUTO POSTO OLIVEIRA LTDA,3.49,18/03/2024,2,66,361
ROCHA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA,5.56,19/03/2024,0,66,362
ROCHA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA,3.49,19/03/2024,2,66,363
DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA,5.74,19/03/2024,0,66,364
DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA,5.94,19/03/2024,1,66,365
DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA,3.49,19/03/2024,2,66,366
AUTO POSTO CATEDRAL LTDA,5.39,19/03/2024,0,66,367
AUTO POSTO CATEDRAL LTDA,5.39,19/03/2024,1,66,368
AUTO POSTO CATEDRAL LTDA,3.39,19/03/2024,2,66,369
CMKS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,5.55,19/03/2024,0,66,370
CMKS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,5.55,19/03/2024,1,66,371
CMKS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,3.49,19/03/2024,2,66,372
POSTO DE COMBUSTIVEIS 311 NORTE LTDA,5.59,20/03/2024,0,66,373
POSTO DE COMBUSTIVEIS 311 NORTE LTDA,5.79,20/03/2024,1,66,374
POSTO DE PETROLEO SAMAMBAIA LTDA,5.59,19/03/2024,0,66,375
POSTO DE PETROLEO SAMAMBAIA LTDA,5.79,19/03/2024,1,66,376
POSTO DE PETROLEO SAMAMBAIA LTDA,3.49,19/03/2024,2,66,377
EUROGAS - POSTOS DE SERVICOS LTDA.,5.55,19/03/2024,0,66,378
AUTO POSTO AVENIDA LTDA,5.74,19/03/2024,0,66,379
AUTO POSTO AVENIDA LTDA,5.84,19/03/2024,1,66,380
AUTO POSTO AVENIDA LTDA,3.47,19/03/2024,2,66,381
FUJICHIMA COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.49,18/03/2024,0,66,382
FUJICHIMA COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.49,18/03/2024,1,66,383
FUJICHIMA COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.49,18/03/2024,2,66,384
SAN REMO POSTO SERVICOS LTDA,5.79,19/03/2024,0,66,385
SAN REMO POSTO SERVICOS LTDA,5.89,19/03/2024,1,66,386
AUTO POSTO CHAVES LTDA,5.56,19/03/2024,0,66,387
AUTO POSTO CHAVES LTDA,5.66,19/03/2024,1,66,388
AUTO POSTO CHAVES LTDA,3.69,19/03/2024,2,66,389
POSTO CEILANDIA LTDA,5.49,18/03/2024,0,66,390
POSTO CEILANDIA LTDA,3.45,18/03/2024,2,66,391
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,3.75,18/03/2024,2,66,392
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,5.89,18/03/2024,0,66,393
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,5.89,18/03/2024,1,66,394
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,5.85,18/03/2024,0,66,395
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,5.85,18/03/2024,1,66,396
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,3.58,18/03/2024,2,66,397
BRASAL COMBUSTIVEIS LTDA,3.49,20/03/2024,2,66,398
BRASAL COMBUSTIVEIS LTDA,5.54,20/03/2024,0,66,399
BRASAL COMBUSTIVEIS LTDA,5.55,18/03/2024,0,66,400
BRASAL COMBUSTIVEIS LTDA,5.85,18/03/2024,1,66,401
BRASAL COMBUSTIVEIS LTDA,3.49,18/03/2024,2,66,402
POSTO 81 LTDA,5.49,18/03/2024,0,66,403
POSTO 81 LTDA,3.46,18/03/2024,2,66,404
POSTO DE COMBUSTIVEL GOLFINHO LTDA,5.99,19/03/2024,0,20,405
POSTO DE COMBUSTIVEL GOLFINHO LTDA,5.99,19/03/2024,1,20,406
POSTO DE COMBUSTIVEL GOLFINHO LTDA,4.19,19/03/2024,2,20,407
VESCOVI & BITTI LTDA,5.98,20/03/2024,0,20,408
VESCOVI & BITTI LTDA,6.28,20/03/2024,1,20,409
VESCOVI & BITTI LTDA,5.29,20/03/2024,2,20,410
POSTO SAUASSU LTDA,5.98,19/03/2024,0,20,411
POSTO SAUASSU LTDA,6.08,19/03/2024,1,20,412
POSTO SAUASSU LTDA,4.08,19/03/2024,2,20,413
ZAM COMERCIO DE COMBUSTIVEIS LTDA,5.89,20/03/2024,0,110,414
ZAM COMERCIO DE COMBUSTIVEIS LTDA,4.79,20/03/2024,2,110,415
POSTO ARNALDO LTDA,5.89,20/03/2024,0,110,416
POSTO ARNALDO LTDA,5.99,20/03/2024,1,110,417
POSTO ARNALDO LTDA,4.29,20/03/2024,2,110,418
POSTO DE GASOLINA SANTO ANTONIO LTDA,5.89,20/03/2024,0,110,419
POSTO DE GASOLINA SANTO ANTONIO LTDA,6.04,20/03/2024,1,110,420
POSTO MOTOCAP LTDA,5.89,20/03/2024,0,110,421
POSTO MOTOCAP LTDA,4.29,20/03/2024,2,110,422
AUTO POSTO VERAO LTDA ME,5.89,18/03/2024,0,162,423
AUTO POSTO VERAO LTDA ME,6.19,18/03/2024,1,162,424
AUTO POSTO VERAO LTDA ME,3.99,18/03/2024,2,162,425
VALOR POSTOS PRAIA DO MORRO LTDA,5.89,18/03/2024,0,162,426
VALOR POSTOS PRAIA DO MORRO LTDA,5.89,18/03/2024,1,162,427
A S SALES JUNIOR EIRELI,5.59,18/03/2024,0,162,428
A S SALES JUNIOR EIRELI,5.89,18/03/2024,1,162,429
A S SALES JUNIOR EIRELI,3.89,18/03/2024,2,162,430
POSTO OURO NEGRO LTDA,5.99,19/03/2024,0,238,431
POSTO OURO NEGRO LTDA,6.09,19/03/2024,1,238,432
AUTO SERVICO FLORESTA LTDA,5.99,19/03/2024,0,238,433
AUTO SERVICO FLORESTA LTDA,6.09,19/03/2024,1,238,434
POSTO CIDADE LTDA,5.99,19/03/2024,0,238,435
POSTO CIDADE LTDA,6.09,19/03/2024,1,238,436
PNEUMAX LTDA,5.89,20/03/2024,0,110,437
PNEUMAX LTDA,5.99,20/03/2024,1,110,438
PNEUMAX LTDA,4.39,20/03/2024,2,110,439
POSTO VIENA LTDA - ME,5.99,18/03/2024,0,238,440
POSTO VIENA LTDA - ME,6.24,18/03/2024,1,238,441
POSTO OURO NEGRO LTDA,5.99,19/03/2024,0,238,442
POSTO OURO NEGRO LTDA,6.09,19/03/2024,1,238,443
POSTO DAMIANI LTDA.,5.19,21/03/2024,0,389,444
POSTO DAMIANI LTDA.,6.19,21/03/2024,1,389,445
POSTO DAMIANI LTDA.,4.39,21/03/2024,2,389,446
POSTO DE COMBUSTIVEIS OTAVIO EIRELI,5.69,19/03/2024,0,399,447
POSTO DE COMBUSTIVEIS OTAVIO EIRELI,5.89,19/03/2024,1,399,448
AUTO POSTO CORAL LTDA,5.69,19/03/2024,0,399,449
AUTO POSTO CORAL LTDA,5.89,19/03/2024,1,399,450
AUTO POSTO CORAL LTDA,3.75,19/03/2024,2,399,451
AUTO SERVICO GASVIX LTDA,5.59,19/03/2024,0,399,452
AUTO SERVICO GASVIX LTDA,5.99,19/03/2024,1,399,453
AUTO SERVICO GASVIX LTDA,4.29,19/03/2024,2,399,454
GEGEL AUTO POSTO LTDA,5.69,18/03/2024,0,399,455
AUTO POSTO WAVE LTDA,5.69,18/03/2024,0,399,456
AUTO POSTO WAVE LTDA,3.79,18/03/2024,2,399,457
BRENT PETROLEO LTDA,5.37,19/03/2024,0,399,458
BRENT PETROLEO LTDA,5.47,19/03/2024,1,399,459
BRENT PETROLEO LTDA,3.75,19/03/2024,2,399,460
POSTO METROPOLITANO LTDA,5.39,18/03/2024,0,399,461
POSTO METROPOLITANO LTDA,5.59,18/03/2024,1,399,462
POSTO METROPOLITANO LTDA,3.99,18/03/2024,2,399,463
POSTO COLISEU LTDA,5.69,19/03/2024,0,399,464
POSTO COLISEU LTDA,5.99,19/03/2024,1,399,465
POSTO COLISEU LTDA,3.99,19/03/2024,2,399,466
COMERCIAL RALORI LTDA,5.69,18/03/2024,0,399,467
COMERCIAL RALORI LTDA,5.85,18/03/2024,1,399,468
COMERCIAL RALORI LTDA,3.89,18/03/2024,2,399,469
POSTO CHAMPAGNAT LTDA,5.49,18/03/2024,0,448,470
POSTO CHAMPAGNAT LTDA,5.69,18/03/2024,1,448,471
POSTO CHAMPAGNAT LTDA,3.99,18/03/2024,2,448,472
VENEZA COMÉRCIO DE COMBUSTÍVEIS E SERVIÇOS LTDA.,5.37,18/03/2024,0,448,473
VENEZA COMÉRCIO DE COMBUSTÍVEIS E SERVIÇOS LTDA.,5.37,18/03/2024,1,448,474
VENEZA COMÉRCIO DE COMBUSTÍVEIS E SERVIÇOS LTDA.,3.59,18/03/2024,2,448,475
AUTO POSTO DE COMBUSTIVEL RTT LTDA,5.57,18/03/2024,0,448,476
AUTO POSTO DE COMBUSTIVEL RTT LTDA,5.77,18/03/2024,1,448,477
AUTO POSTO DE COMBUSTIVEL RTT LTDA,3.99,18/03/2024,2,448,478
POSTO MEDITERRÂNEO LTDA.,5.59,18/03/2024,0,448,479
POSTO MEDITERRÂNEO LTDA.,5.79,18/03/2024,1,448,480
AUTO POSTO SAO PEDRO LTDA,5.57,18/03/2024,0,448,481
AUTO POSTO SAO PEDRO LTDA,5.84,18/03/2024,1,448,482
ARARA AZUL REDE DE POSTOS LTDA,5.59,18/03/2024,0,448,483
ARARA AZUL REDE DE POSTOS LTDA,5.99,18/03/2024,1,448,484
ARARA AZUL REDE DE POSTOS LTDA,4.19,18/03/2024,2,448,485
POSTO ARIBIRI DO GAS LTDA,5.59,18/03/2024,0,448,486
POSTO ARIBIRI DO GAS LTDA,5.79,18/03/2024,1,448,487
POSTO PERIM LTDA,5.69,18/03/2024,0,448,488
POSTO PERIM LTDA,5.89,18/03/2024,1,448,489
GLORIA POSTOS E SERVICOS LTDA,5.59,18/03/2024,0,448,490
GLORIA POSTOS E SERVICOS LTDA,5.99,18/03/2024,1,448,491
GLORIA POSTOS E SERVICOS LTDA,4.39,18/03/2024,2,448,492
POSTO LIPCAR LTDA,5.49,18/03/2024,0,448,493
POSTO LIPCAR LTDA,5.69,18/03/2024,1,448,494
KOALA SERVIÇOS E COMERCIO LTDA,5.58,18/03/2024,0,448,495
KOALA SERVIÇOS E COMERCIO LTDA,3.69,18/03/2024,2,448,496
AUTO POSTO ILHA DAS GARCAS LTDA,5.69,18/03/2024,0,448,497
AUTO POSTO ILHA DAS GARCAS LTDA,5.89,18/03/2024,1,448,498
POSTO MARCELA LTDA,5.59,18/03/2024,0,448,499
POSTO MARCELA LTDA,5.79,18/03/2024,1,448,500
POSTO DE COMBUSTIVEIS NEVADA LTDA,5.57,20/03/2024,0,448,501
POSTO DE COMBUSTIVEIS NEVADA LTDA,5.73,20/03/2024,1,448,502
POSTO TIBERIO LTDA,5.79,18/03/2024,0,448,503
POSTO TIBERIO LTDA,5.79,18/03/2024,1,448,504
POSTO TIBERIO LTDA,3.99,18/03/2024,2,448,505
J. S. PETROLEO E COMERCIO LTDA.,5.59,19/03/2024,0,451,506
J. S. PETROLEO E COMERCIO LTDA.,5.94,19/03/2024,1,451,507
AUTO POSTO SANTA PAULA LTDA,5.59,19/03/2024,0,451,508
AUTO POSTO SANTA PAULA LTDA,5.74,19/03/2024,1,451,509
AUTO POSTO SANTA PAULA LTDA,3.99,19/03/2024,2,451,510
POSTO PIO XII COM DE COMBUSTIVEIS LTDA,5.47,19/03/2024,0,451,511
POSTO PIO XII COM DE COMBUSTIVEIS LTDA,5.47,19/03/2024,1,451,512
POSTO LDP LTDA,5.49,19/03/2024,0,451,513
POSTO LDP LTDA,5.79,19/03/2024,1,451,514
POSTO DE COMBUSTIVEIS PA LTDA,5.57,19/03/2024,0,451,515
POSTO DE COMBUSTIVEIS PA LTDA,5.72,19/03/2024,1,451,516
POSTO DE COMBUSTIVEIS PA LTDA,3.85,19/03/2024,2,451,517
AUTO POSTO MARLIN LTDA,5.59,19/03/2024,0,451,518
AUTO POSTO MARLIN LTDA,5.59,19/03/2024,1,451,519
AUTO POSTO MARLIN LTDA,3.99,19/03/2024,2,451,520
POSTO THIAGO LIMITADA,5.49,19/03/2024,0,451,521
POSTO THIAGO LIMITADA,5.69,19/03/2024,1,451,522
POSTO THIAGO LIMITADA,3.89,19/03/2024,2,451,523
ARARA AZUL REDE DE POSTOS LTDA,5.59,19/03/2024,0,451,524
ARARA AZUL REDE DE POSTOS LTDA,5.99,19/03/2024,1,451,525
ARARA AZUL REDE DE POSTOS LTDA,4.27,19/03/2024,2,451,526
POSTO DE COMBUSTIVEIS MIRANTE LTDA.,5.59,19/03/2024,0,451,527
POSTO DE COMBUSTIVEIS MIRANTE LTDA.,5.79,19/03/2024,1,451,528
POSTO DE COMBUSTIVEIS MIRANTE LTDA.,3.99,19/03/2024,2,451,529
POSTO DE COMBUSTIVEL IDEAL EIRELI,5.47,19/03/2024,0,451,530
POSTO DE COMBUSTIVEL IDEAL EIRELI,5.61,19/03/2024,1,451,531
POSTO DE COMBUSTIVEL IDEAL EIRELI,3.82,19/03/2024,2,451,532
AUTO POSTO DA ILHA LTDA,5.49,19/03/2024,0,451,533
AUTO POSTO DA ILHA LTDA,5.89,19/03/2024,1,451,534
AUTO POSTO DA ILHA LTDA,4.99,19/03/2024,2,451,535
IMPERIAL COMÉRCIO DE COMBUSTÍVEIS LTDA.,5.94,20/03/2024,0,14,536
IMPERIAL COMÉRCIO DE COMBUSTÍVEIS LTDA.,3.74,20/03/2024,2,14,537
COMERCIO DE DERIVADOS DE PETROLEO NOVA CAPITAL LTDA,5.89,21/03/2024,0,14,538
COMERCIO DE DERIVADOS DE PETROLEO NOVA CAPITAL LTDA,3.69,21/03/2024,2,14,539
AUTO POSTO CARRETEIRO LTDA,5.99,20/03/2024,0,14,540
AUTO POSTO CARRETEIRO LTDA,5.99,20/03/2024,1,14,541
AUTO POSTO CARRETEIRO LTDA,3.89,20/03/2024,2,14,542
POSTO CENTRAL DE ANAPOLIS LTDA,5.92,20/03/2024,0,14,543
POSTO CENTRAL DE ANAPOLIS LTDA,5.92,20/03/2024,1,14,544
POSTO CENTRAL DE ANAPOLIS LTDA,3.72,20/03/2024,2,14,545
AUTO POSTO PARQUE DAS NACOES LTDA,5.99,20/03/2024,0,14,546
AUTO POSTO PARQUE DAS NACOES LTDA,5.99,20/03/2024,1,14,547
AUTO POSTO PARQUE DAS NACOES LTDA,3.89,20/03/2024,2,14,548
LESSA GUIMARAES DERIVADOS DE PETROLEO LTDA,5.89,21/03/2024,0,14,549
LESSA GUIMARAES DERIVADOS DE PETROLEO LTDA,3.74,21/03/2024,2,14,550
AUTO POSTO IPANEMA II LTDA,6.14,20/03/2024,0,14,551
AUTO POSTO IPANEMA II LTDA,6.24,20/03/2024,1,14,552
AUTO POSTO IPANEMA II LTDA,3.94,20/03/2024,2,14,553
SUPER POSTO SANTO ANTONIO LTDA,5.89,20/03/2024,0,14,554
SUPER POSTO SANTO ANTONIO LTDA,5.89,20/03/2024,1,14,555
SUPER POSTO SANTO ANTONIO LTDA,3.79,20/03/2024,2,14,556
SANTANA PETROLEO E PECAS LTDA,5.94,20/03/2024,0,14,557
SANTANA PETROLEO E PECAS LTDA,3.74,20/03/2024,2,14,558
POSTO CEBOLAO LTDA,5.94,20/03/2024,0,14,559
POSTO CEBOLAO LTDA,3.74,20/03/2024,2,14,560
GEMA AUTO POSTO LTDA,5.33,18/03/2024,0,16,561
GEMA AUTO POSTO LTDA,3.29,18/03/2024,2,16,562
AUTO POSTO BESSA LTDA,5.94,18/03/2024,0,16,563
AUTO POSTO BESSA LTDA,3.94,18/03/2024,2,16,564
JM - COMERCIO DE LUBRIFICANTES LTDA,5.89,18/03/2024,0,16,565
JM - COMERCIO DE LUBRIFICANTES LTDA,5.89,18/03/2024,1,16,566
JM - COMERCIO DE LUBRIFICANTES LTDA,3.89,18/03/2024,2,16,567
AUTO POSTO IGUALDADE LTDA,5.97,18/03/2024,0,16,568
AUTO POSTO IGUALDADE LTDA,3.97,18/03/2024,2,16,569
COMERCIAL CLAMALU LTDA,5.97,18/03/2024,0,16,570
COMERCIAL CLAMALU LTDA,5.97,18/03/2024,1,16,571
COMERCIAL CLAMALU LTDA,3.97,18/03/2024,2,16,572
AM SERRA DOURADA COMERCIO DE COMBUSTIVEIS LTDA,5.97,18/03/2024,0,16,573
AM SERRA DOURADA COMERCIO DE COMBUSTIVEIS LTDA,3.97,18/03/2024,2,16,574
V & V AUTO POSTO LTDA,5.97,18/03/2024,0,16,575
V & V AUTO POSTO LTDA,3.97,18/03/2024,2,16,576
GARAVELO AUTO POSTO LTDA,5.96,18/03/2024,0,16,577
GARAVELO AUTO POSTO LTDA,6.06,18/03/2024,1,16,578
GARAVELO AUTO POSTO LTDA,3.96,18/03/2024,2,16,579
ABM COMERCIO DE COMBUSTIVEIS EIRELI,5.29,18/03/2024,0,16,580
ABM COMERCIO DE COMBUSTIVEIS EIRELI,3.29,18/03/2024,2,16,581
PETROLEO TAMBORIL COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,5.97,18/03/2024,0,16,582
PETROLEO TAMBORIL COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,5.97,18/03/2024,1,16,583
PETROLEO TAMBORIL COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,3.97,18/03/2024,2,16,584
AUTO POSTO IGUALDADE LTDA,3.97,18/03/2024,2,16,585
AUTO POSTO IGUALDADE LTDA,5.97,18/03/2024,0,16,586
AUTO POSTO IGUALDADE LTDA,5.97,18/03/2024,0,16,587
AUTO POSTO IGUALDADE LTDA,5.97,18/03/2024,1,16,588
AUTO POSTO IGUALDADE LTDA,3.97,18/03/2024,2,16,589
POSTO TITAN LTDA,5.34,18/03/2024,0,16,590
POSTO TITAN LTDA,5.69,18/03/2024,1,16,591
POSTO TITAN LTDA,3.44,18/03/2024,2,16,592
AUTO POSTO BESSA LTDA,5.97,18/03/2024,0,16,593
AUTO POSTO BESSA LTDA,3.97,18/03/2024,2,16,594
POSTO JARDIM HELVECIA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,5.69,18/03/2024,0,16,595
POSTO JARDIM HELVECIA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,3.69,18/03/2024,2,16,596
L M COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.97,18/03/2024,0,16,597
L M COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.47,18/03/2024,1,16,598
L M COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.97,18/03/2024,2,16,599
LAGOS DOURADOS COMERCIO DE PETROLEO LTDA,5.69,18/03/2024,0,16,600
LAGOS DOURADOS COMERCIO DE PETROLEO LTDA,5.7,18/03/2024,1,16,601
LAGOS DOURADOS COMERCIO DE PETROLEO LTDA,3.59,18/03/2024,2,16,602
A L C COMERCIO DE COMBUSTIVEIS LTDA,5.97,18/03/2024,0,16,603
A L C COMERCIO DE COMBUSTIVEIS LTDA,3.97,18/03/2024,2,16,604
POSTO IPANEMA VIII LTDA,5.64,19/03/2024,0,21,605
POSTO IPANEMA VIII LTDA,5.64,19/03/2024,1,21,606
POSTO IPANEMA VIII LTDA,3.87,19/03/2024,2,21,607
BEATRIZ TEIXEIRA LACERDA CAMPOS,5.89,19/03/2024,0,21,608
BEATRIZ TEIXEIRA LACERDA CAMPOS,4.7,19/03/2024,2,21,609
THAWAN COMERCIO DE COMBUSTIVEIS LTDA,5.69,19/03/2024,0,21,610
THAWAN COMERCIO DE COMBUSTIVEIS LTDA,5.84,19/03/2024,1,21,611
THAWAN COMERCIO DE COMBUSTIVEIS LTDA,4.19,19/03/2024,2,21,612
BEATRIZ TEIXEIRA LACERDA CAMPOS,5.57,19/03/2024,0,21,613
BEATRIZ TEIXEIRA LACERDA CAMPOS,5.57,19/03/2024,1,21,614
BEATRIZ TEIXEIRA LACERDA CAMPOS,4.15,19/03/2024,2,21,615
AUTO POSTO THERMAS LTDA.,5.97,21/03/2024,0,81,616
AUTO POSTO THERMAS LTDA.,5.97,21/03/2024,1,81,617
AUTO POSTO THERMAS LTDA.,3.97,21/03/2024,2,81,618
AUTO POSTO JARDIM BELVEDERE LTDA,5.97,21/03/2024,0,81,619
AUTO POSTO JARDIM BELVEDERE LTDA,3.97,21/03/2024,2,81,620
AUTO POSTO SANDE EIRELI,5.97,21/03/2024,0,81,621
AUTO POSTO SANDE EIRELI,5.97,21/03/2024,1,81,622
AUTO POSTO SANDE EIRELI,3.97,21/03/2024,2,81,623
AUTO POSTO DO TURISTA LTDA,5.97,21/03/2024,0,81,624
AUTO POSTO DO TURISTA LTDA,5.97,21/03/2024,1,81,625
AUTO POSTO DO TURISTA LTDA,3.97,21/03/2024,2,81,626
AUTO POSTO PAQUETA LTDA,5.59,21/03/2024,0,102,627
AUTO POSTO PAQUETA LTDA,3.49,21/03/2024,2,102,628
AUTO POSTO PANTERA EIRELI,5.69,21/03/2024,0,102,629
AUTO POSTO PANTERA EIRELI,3.37,21/03/2024,2,102,630
POSTO SAO JOAO COMERCIO E DERIVADOS DE PETROLEO LTDA,5.79,21/03/2024,0,102,631
POSTO SAO JOAO COMERCIO E DERIVADOS DE PETROLEO LTDA,5.99,21/03/2024,1,102,632
POSTO SAO JOAO COMERCIO E DERIVADOS DE PETROLEO LTDA,3.49,21/03/2024,2,102,633
AUTO POSTO DA TORRE LTDA,5.59,21/03/2024,0,102,634
AUTO POSTO DA TORRE LTDA,3.49,21/03/2024,2,102,635
POSTO AGUIAR LTDA,5.69,21/03/2024,0,102,636
POSTO AGUIAR LTDA,3.39,21/03/2024,2,102,637
MEDEIROS & VIEIRA LTDA,5.79,21/03/2024,0,102,638
MEDEIROS & VIEIRA LTDA,3.69,21/03/2024,2,102,639
FERRARI DISTRIBUIDORA DE COMBUST E LUBRIFICANTES LTDA,5.94,19/03/2024,0,155,640
FERRARI DISTRIBUIDORA DE COMBUST E LUBRIFICANTES LTDA,3.94,19/03/2024,2,155,641
POSTO RURAL DE GOIAS LTDA,6.04,20/03/2024,1,155,642
POSTO RURAL DE GOIAS LTDA,3.94,20/03/2024,2,155,643
POSTO RURAL DE GOIAS LTDA,5.94,20/03/2024,0,155,644
POSTO MENDES LTDA,5.89,18/03/2024,0,155,645
POSTO MENDES LTDA,6.09,18/03/2024,1,155,646
POSTO MENDES LTDA,3.79,18/03/2024,2,155,647
JUSTINIANO & JUSTINIANO LTDA,5.97,19/03/2024,0,155,648
JUSTINIANO & JUSTINIANO LTDA,6.12,19/03/2024,1,155,649
JUSTINIANO & JUSTINIANO LTDA,3.97,19/03/2024,2,155,650
AUTO POSTO ASTRO DA MUTIRAO LTDA,5.97,18/03/2024,0,155,651
AUTO POSTO ASTRO DA MUTIRAO LTDA,6.37,18/03/2024,1,155,652
AUTO POSTO ASTRO DA MUTIRAO LTDA,3.97,18/03/2024,2,155,653
POSTO MADRI LTDA,5.79,18/03/2024,0,155,654
POSTO MADRI LTDA,5.99,18/03/2024,1,155,655
POSTO MADRI LTDA,3.79,18/03/2024,2,155,656
FBBS PRODUTOS E DERIVADOS DE PETROLEO LTDA,5.79,18/03/2024,0,155,657
FBBS PRODUTOS E DERIVADOS DE PETROLEO LTDA,5.84,18/03/2024,1,155,658
FBBS PRODUTOS E DERIVADOS DE PETROLEO LTDA,3.59,18/03/2024,2,155,659
RIO NEGRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.97,19/03/2024,0,155,660
RIO NEGRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.12,19/03/2024,1,155,661
RIO NEGRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.97,19/03/2024,2,155,662
POSTO AMERICA LTDA,5.89,18/03/2024,0,155,663
POSTO AMERICA LTDA,6.14,18/03/2024,1,155,664
POSTO AMERICA LTDA,3.79,18/03/2024,2,155,665
POSTO T-SETE LTDA,5.94,18/03/2024,0,155,666
POSTO T-SETE LTDA,5.99,18/03/2024,1,155,667
POSTO T-SETE LTDA,3.94,18/03/2024,2,155,668
AUTO POSTO JARDIM EUROPA LTDA,5.77,18/03/2024,0,155,669
AUTO POSTO JARDIM EUROPA LTDA,5.87,18/03/2024,1,155,670
AUTO POSTO JARDIM EUROPA LTDA,3.57,18/03/2024,2,155,671
PETROENGE COMERCIO DE COMBUSTIVEIS  E SERVICOS - EIRELI,5.97,18/03/2024,0,155,672
PETROENGE COMERCIO DE COMBUSTIVEIS  E SERVICOS - EIRELI,6.37,18/03/2024,1,155,673
PETROENGE COMERCIO DE COMBUSTIVEIS  E SERVICOS - EIRELI,3.97,18/03/2024,2,155,674
